customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-03957,Female,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,67.23,1671.97,1
CUST-03958,Male,1,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),49.78,0.0,0
CUST-03959,Male,0,No,No,68,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,55.54,3845.48,0
CUST-03960,Male,1,Yes,No,39,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,78.76,3089.38,0
CUST-03961,Female,0,Yes,No,67,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.57,5404.79,0
CUST-03962,Male,0,No,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),65.64,4422.4,0
CUST-03963,Male,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),71.49,4912.04,0
CUST-03964,Female,0,Yes,Yes,15,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),59.76,873.4,0
CUST-03965,Male,0,No,No,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),22.89,1189.94,0
CUST-03966,Female,0,No,Yes,62,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,77.64,4706.87,0
CUST-03967,Male,0,No,Yes,17,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,33.47,531.79,0
CUST-03968,Male,0,No,Yes,16,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Mailed check,50.04,751.04,0
CUST-03969,Female,0,No,No,3,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),78.44,131.48,0
CUST-03970,Male,0,No,No,8,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,65.12,598.9,0
CUST-03971,Female,0,Yes,No,30,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),112.37,3364.86,1
CUST-03972,Female,0,No,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.62,131.2,1
CUST-03973,Male,0,No,No,15,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,61.8,878.81,0
CUST-03974,Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),79.75,3240.71,0
CUST-03975,Male,0,No,No,40,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,74.63,2955.39,0
CUST-03976,Female,0,Yes,No,29,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),100.22,2946.41,1
CUST-03977,Male,0,No,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,89.48,2223.54,0
CUST-03978,Female,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),111.37,5350.69,0
CUST-03979,Male,0,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,33.77,999.86,0
CUST-03980,Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),96.46,4784.68,0
CUST-03981,Female,0,Yes,No,14,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,47.41,732.62,0
CUST-03982,Female,0,No,No,51,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,88.2,4491.51,1
CUST-03983,Male,0,Yes,Yes,37,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,69.04,2507.17,0
CUST-03984,Male,0,Yes,No,37,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,57.92,2137.56,0
CUST-03985,Female,0,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,107.54,6189.36,0
CUST-03986,Female,0,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.7,598.98,0
CUST-03987,Male,0,Yes,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,118.75,5038.3,0
CUST-03988,Male,1,Yes,Yes,62,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,94.39,5841.13,0
CUST-03989,Male,0,Yes,No,49,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),81.03,3994.05,0
CUST-03990,Female,0,Yes,Yes,21,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,69.2,1424.69,0
CUST-03991,Male,0,Yes,No,71,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,70.6,4990.68,0
CUST-03992,Male,0,No,Yes,53,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,89.07,4733.61,1
CUST-03993,Female,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,36.27,262.25,0
CUST-03994,Male,0,Yes,No,14,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,18.25,301.72,0
CUST-03995,Female,0,No,No,47,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),78.67,3736.14,0
CUST-03996,Male,0,Yes,Yes,19,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),53.99,1054.18,0
CUST-03997,Male,0,No,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),51.82,1730.36,0
CUST-03998,Male,1,Yes,Yes,66,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.78,2654.15,0
CUST-03999,Female,0,Yes,No,59,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,108.3,6352.55,0
CUST-04000,Male,1,No,No,33,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,118.75,3914.39,1
CUST-04001,Female,1,Yes,No,72,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),78.71,5535.33,0
CUST-04002,Female,0,Yes,Yes,53,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),73.47,3951.77,0
CUST-04003,Female,0,No,Yes,11,No,No phone service,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),82.11,989.55,0
CUST-04004,Male,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,81.58,1479.68,0
CUST-04005,Male,0,No,No,25,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),60.47,1432.67,0
CUST-04006,Male,0,No,No,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),103.38,2263.48,0
CUST-04007,Male,0,Yes,No,32,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,102.75,3291.55,0
CUST-04008,Male,0,No,No,56,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),96.35,5396.4,0
CUST-04009,Female,0,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,118.48,3562.97,1
CUST-04010,Male,0,No,Yes,22,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),92.41,2020.79,0
CUST-04011,Male,0,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),58.46,2017.23,0
CUST-04012,Male,0,No,No,42,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,77.81,3276.17,1
CUST-04013,Female,0,Yes,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),102.53,6657.31,0
CUST-04014,Male,0,No,Yes,52,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),50.93,2610.89,0
CUST-04015,Female,0,Yes,Yes,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,71.37,4122.74,0
CUST-04016,Male,0,Yes,Yes,36,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),35.42,1311.74,0
CUST-04017,Female,0,No,Yes,60,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,118.75,7081.79,1
CUST-04018,Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,87.4,4494.48,0
CUST-04019,Male,0,No,No,11,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.44,910.29,1
CUST-04020,Male,0,Yes,Yes,34,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,37.01,1185.24,0
CUST-04021,Male,0,No,Yes,66,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),106.97,7092.82,1
CUST-04022,Male,1,Yes,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,82.92,3094.16,0
CUST-04023,Female,0,Yes,No,23,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),28.23,658.79,0
CUST-04024,Female,0,Yes,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,86.84,3422.25,0
CUST-04025,Female,0,No,No,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,54.44,3505.74,0
CUST-04026,Female,0,Yes,No,56,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,79.19,4464.03,0
CUST-04027,Male,0,No,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),98.68,7097.5,0
CUST-04028,Male,0,Yes,No,44,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.98,3612.21,0
CUST-04029,Female,1,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,33.76,2405.75,0
CUST-04030,Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),78.28,892.67,0
CUST-04031,Female,0,Yes,No,5,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,92.0,380.2,1
CUST-04032,Male,0,No,No,70,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),74.71,5141.73,0
CUST-04033,Male,0,No,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),89.28,4154.2,0
CUST-04034,Female,0,Yes,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,89.29,3811.57,0
CUST-04035,Male,0,No,No,31,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),23.77,740.83,0
CUST-04036,Female,0,No,No,2,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,101.54,155.43,0
CUST-04037,Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),63.37,3468.89,0
CUST-04038,Female,1,Yes,No,37,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),57.03,2020.32,0
CUST-04039,Female,0,No,No,3,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,53.04,166.05,0
CUST-04040,Female,0,Yes,Yes,16,No,No phone service,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,102.98,1629.75,1
CUST-04041,Female,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),111.84,4027.16,0
CUST-04042,Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,86.67,3017.42,1
CUST-04043,Male,1,No,Yes,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),65.89,3711.16,0
CUST-04044,Female,0,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,118.75,4694.1,0
CUST-04045,Male,0,Yes,No,7,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.52,596.06,0
CUST-04046,Male,0,Yes,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,62.85,4133.21,0
CUST-04047,Male,0,Yes,Yes,29,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,99.64,2906.67,1
CUST-04048,Female,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,74.06,3697.36,0
CUST-04049,Female,1,No,No,24,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),118.75,2744.15,1
CUST-04050,Male,0,Yes,No,51,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,55.92,2818.09,0
CUST-04051,Female,0,No,Yes,58,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Mailed check,73.54,4308.97,0
CUST-04052,Female,0,Yes,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,112.35,3259.57,1
CUST-04053,Female,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),91.37,6003.42,0
CUST-04054,Female,0,No,No,3,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,63.01,210.52,0
CUST-04055,Female,0,Yes,No,56,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Electronic check,54.71,3036.24,0
CUST-04056,Male,1,No,No,62,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,50.21,3181.85,0
CUST-04057,Female,1,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,41.94,1371.02,0
CUST-04058,Male,0,No,Yes,50,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,101.24,5033.14,0
CUST-04059,Female,0,Yes,Yes,62,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Mailed check,98.25,6052.66,0
CUST-04060,Female,0,No,No,0,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Mailed check,83.03,0.0,0
CUST-04061,Male,1,No,No,18,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,44.87,828.99,0
CUST-04062,Male,1,No,No,34,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,67.45,2279.61,0
CUST-04063,Female,0,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,86.76,5431.42,0
CUST-04064,Male,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),104.99,2638.03,0
CUST-04065,Female,0,No,Yes,12,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),80.69,1022.69,0
CUST-04066,Male,0,No,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,76.35,1623.59,0
CUST-04067,Male,0,No,Yes,34,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),51.52,1722.05,0
CUST-04068,Female,0,Yes,Yes,11,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.07,1061.43,1
CUST-04069,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,64.15,515.85,0
CUST-04070,Female,0,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),43.92,2889.34,0
CUST-04071,Male,1,No,Yes,43,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,53.86,2290.02,0
CUST-04072,Female,0,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,95.42,5729.54,0
CUST-04073,Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),90.68,1885.01,0
CUST-04074,Female,0,No,No,6,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,18.25,9.04,0
CUST-04075,Female,0,Yes,No,10,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,69.1,683.4,0
CUST-04076,Female,0,No,No,44,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),43.8,1921.78,0
CUST-04077,Male,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),84.2,2555.83,0
CUST-04078,Male,0,Yes,Yes,35,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,89.57,3127.15,0
CUST-04079,Female,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,48.15,1651.43,0
CUST-04080,Male,0,No,No,40,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,75.8,3002.79,0
CUST-04081,Female,0,Yes,No,48,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),97.57,4669.94,0
CUST-04082,Male,0,No,No,14,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,97.54,1365.3,0
CUST-04083,Female,0,No,Yes,12,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,50.53,700.12,0
CUST-04084,Female,0,Yes,No,52,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,104.2,5377.59,0
CUST-04085,Male,0,Yes,No,32,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),80.89,2522.25,0
CUST-04086,Male,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),67.52,4843.53,0
CUST-04087,Male,0,No,Yes,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,72.04,2010.09,1
CUST-04088,Female,1,Yes,No,47,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),96.53,4505.96,0
CUST-04089,Female,0,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,98.88,6608.68,1
CUST-04090,Male,0,No,No,56,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),100.47,5579.26,0
CUST-04091,Female,0,No,Yes,61,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),61.66,3756.52,0
CUST-04092,Male,0,Yes,No,1,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),75.74,43.31,0
CUST-04093,Male,0,Yes,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),66.09,904.28,0
CUST-04094,Female,0,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,76.27,564.79,0
CUST-04095,Male,0,No,No,18,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,59.83,1109.78,0
CUST-04096,Male,1,No,Yes,31,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),113.99,3484.32,1
CUST-04097,Male,0,No,No,66,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,78.71,5167.8,0
CUST-04098,Male,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,70.83,2288.53,1
CUST-04099,Male,1,No,Yes,24,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,84.44,2048.98,0
CUST-04100,Male,0,No,No,52,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),104.95,5457.41,0
CUST-04101,Female,0,No,No,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),74.46,1867.91,0
CUST-04102,Male,0,No,Yes,32,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,66.64,2051.4,0
CUST-04103,Female,0,Yes,No,30,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,96.42,2790.95,1
CUST-04104,Male,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,118.4,4152.35,0
CUST-04105,Male,0,No,No,48,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,112.19,5427.13,0
CUST-04106,Female,0,Yes,Yes,43,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),51.37,2123.38,0
CUST-04107,Female,0,No,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,95.85,4439.97,0
CUST-04108,Male,0,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,72.28,2135.77,0
CUST-04109,Female,0,No,No,12,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,103.51,1184.51,0
CUST-04110,Female,0,Yes,No,42,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,118.75,4974.69,1
CUST-04111,Female,1,No,No,15,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,18.25,284.24,0
CUST-04112,Female,0,No,No,25,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),73.81,1892.99,0
CUST-04113,Male,0,Yes,No,46,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),64.97,2973.3,0
CUST-04114,Male,0,No,No,36,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,57.23,2084.9,0
CUST-04115,Female,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,47.2,32.42,0
CUST-04116,Male,0,Yes,No,25,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,62.3,1586.94,0
CUST-04117,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),64.71,860.5,0
CUST-04118,Male,1,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),70.26,4497.87,0
CUST-04119,Male,1,No,No,27,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,23.2,729.66,0
CUST-04120,Female,1,Yes,No,37,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,78.34,2990.08,0
CUST-04121,Male,1,No,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,102.36,4408.89,0
CUST-04122,Female,0,Yes,Yes,52,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,63.28,3367.92,0
CUST-04123,Female,0,No,Yes,3,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,29.37,71.82,0
CUST-04124,Female,1,Yes,No,71,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),82.24,5832.24,0
CUST-04125,Female,0,No,No,43,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),102.49,4398.24,0
CUST-04126,Female,1,No,No,45,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),80.17,3561.98,0
CUST-04127,Female,0,No,No,25,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),55.29,1265.04,0
CUST-04128,Female,0,Yes,No,12,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,45.44,529.82,0
CUST-04129,Male,0,No,No,68,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),97.09,6667.24,0
CUST-04130,Male,1,Yes,Yes,43,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),70.17,3031.1,0
CUST-04131,Male,0,Yes,Yes,52,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,64.24,3381.21,0
CUST-04132,Male,0,Yes,No,50,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),61.76,3107.65,0
CUST-04133,Female,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,77.17,883.71,0
CUST-04134,Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),78.48,3151.61,0
CUST-04135,Female,0,No,No,10,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,72.75,710.88,1
